num:1	801.109	674.638	
num:1	2009.19	1546.71	
num:1	734.924	815.476	
num:1	902.868	589.033	
num:1	849.75	837.786	
num:1	919.42	857.091	
num:1	992.355	831.728	
num:1	870.212	809.286	
num:1	672.185	636.567	
num:1	1115.6	612.999	
num:1	1131.68	586.618	
num:1	679.069	539.666	
num:1	680.634	530.908	
num:1	764.647	487.139	
num:1	820.425	480.098	
num:1	681.927	475.029	
num:1	737.197	475.42	
num:1	741.861	370.448	
num:1	1005.67	375.151	
num:1	1044.69	377.497	
num:1	762.003	362.85	
num:1	855.203	359.629	
num:1	908.31	336.111	
num:1	849.867	336.689	
num:1	966.481	348.216	
num:1	821.114	327.743	
num:1	889.941	321.374	
num:2	829.13	817.31	
num:2	897.708	585.454	
num:2	875	863	
num:2	879.297	844.016	
num:2	849.875	836.623	
num:2	856.347	820.31	
num:2	872.777	821.466	
num:2	683.992	684.703	
num:2	1136.48	570.3	
num:2	672.526	552.73	
num:2	757.94	493.701	
num:2	776.385	385.656	
num:2	894.619	373.395	
num:2	991.887	369.571	
num:2	1041.95	368.636	
num:2	957.358	346.198	
num:2	838.947	333.699	
num:2	896.584	333.094	
num:2	802.299	328.539	
num:3	818.307	760.354	
num:3	975.633	865.344	
num:3	899.401	584.651	
num:3	887.267	855.23	
num:3	819.213	847.841	
num:3	871.456	829.142	
num:3	737.131	787.471	
num:3	719.253	760.657	
num:3	686.495	673.639	
num:3	765.484	519.728	
num:3	702.36	492.352	
num:3	731.95	486.593	
num:3	753.448	489.104	
num:3	1028.64	394.914	
num:3	1024.87	359.357	
num:3	951.843	341.917	
num:3	774.33	329.579	
num:4	800.314	745.941	
num:4	707.556	484.196	
num:4	904.611	588.791	
num:4	788.586	830.951	
num:4	880.968	835.27	
num:4	761.717	814.278	
num:4	782.5	803.5	
num:4	741.81	789.789	
num:4	735.332	761.943	
num:4	766.813	542.765	
num:4	683.012	562.182	
num:4	1019.15	360.202	
num:4	968.828	352.089	
num:4	797.637	347.302	
num:4	976.08	338.701	
num:4	946.48	340.779	
num:4	923.528	337.679	
num:5	816.31	713.941	
num:5	703.935	492.254	
num:5	749.659	440.358	
num:5	735.626	414.751	
num:5	702.217	430.759	
num:5	905.79	597.926	
num:5	889.66	844.579	
num:5	978.349	847.183	
num:5	780.968	803.926	
num:5	713.548	600.43	
num:5	771.626	547.035	
num:5	698.394	650.555	
num:5	810.55	342.449	
num:5	889.063	338.36	
num:5	929.336	325.283	
num:6	821.781	805.029	
num:6	927.54	944.381	
num:6	696.145	497.133	
num:6	908.629	598.904	
num:6	871.53	869.255	
num:6	890.73	850.482	
num:6	818.38	840.023	
num:6	981.112	848.82	
num:6	779.06	805.436	
num:6	730.702	777.136	
num:6	698.865	707.414	
num:6	675.091	626.438	
num:6	702.682	600.538	
num:6	705.652	543.445	
num:6	730.436	434.446	
num:6	753.076	373.088	
num:6	761.497	354.526	
num:6	921.412	322.419	
num:7	823.373	775.217	
num:7	941.932	939.512	
num:7	1100.99	861.006	
num:7	644.049	589.268	
num:7	914.53	596.778	
num:7	892.375	849.54	
num:7	819.336	843.645	
num:7	992.466	845.429	
num:7	774.181	803.618	
num:7	742.473	785.19	
num:7	720.193	762.482	
num:7	909.299	320.538	
num:8	808.333	650.905	
num:8	1351.47	1335.52	
num:8	1081.95	878.78	
num:8	641.038	597.247	
num:8	913.716	601.489	
num:8	891.152	857.689	
num:8	834.423	855.546	
num:8	998.455	846.77	
num:8	777.378	808.863	
num:8	742.178	784.371	
num:8	724.785	766.521	
num:8	724.776	428.046	
num:8	747.354	405.248	
num:9	796.998	758.508	
num:9	1081.26	883.717	
num:9	641.889	605.182	
num:9	914.358	603.541	
num:9	848.531	863.448	
num:9	877.832	861.764	
num:9	1009.3	847.919	
num:9	743.846	784.521	
num:9	724.575	434.467	
num:9	807.15	405.775	
num:10	812.952	687.809	
num:10	646.268	624.227	
num:10	914.242	608.266	
num:10	903.764	878.059	
num:10	864.263	852.829	
num:10	1007.17	849.661	
num:10	802.153	838.371	
num:10	749.086	527.478	
num:10	719.037	490.856	
num:10	722.098	439.755	
num:11	813.292	715.486	
num:11	631.799	580.367	
num:11	912.103	609.575	
num:11	935.653	889.24	
num:11	771.088	820.858	
num:11	749.166	798.202	
num:11	738.277	698.004	
num:11	1107.35	491.436	
num:11	721.602	443.395	
num:12	809.369	714.775	
num:12	656.917	647.423	
num:12	637.667	562.365	
num:12	917.239	610.931	
num:12	957.082	885.559	
num:12	986.205	847.303	
num:12	1085.73	793.925	
num:12	1104.89	486.908	
num:12	726.014	441.668	
num:13	793.873	770.076	
num:13	652.511	652.646	
num:13	633.419	569.72	
num:13	912.286	612.896	
num:13	955.715	881.603	
num:13	1086.33	792.382	
num:13	1115.7	693.5	
num:13	1095.96	480.836	
num:13	720.447	444.99	
num:14	806.547	787.876	
num:14	651.372	663.338	
num:14	630.931	576.957	
num:14	910.566	615.555	
num:14	902.448	893.968	
num:14	766.803	716.734	
num:14	708.38	487.493	
num:14	1059.64	454.85	
num:14	1041.57	409.394	
num:14	978.572	394.488	
num:14	903.663	394.283	
num:15	802.791	766.551	
num:15	665.857	709.876	
num:15	630.675	587.907	
num:15	917.672	615.189	
num:15	904.683	892.067	
num:15	939.558	873.712	
num:15	785.852	829.34	
num:15	729.778	710.077	
num:15	1075.1	481.387	
num:15	1059.1	451.918	
num:15	953.775	401.275	
num:15	1036.49	408.986	
num:15	901.041	395.732	
num:15	1014.5	379.936	
num:16	821.631	764.261	
num:16	735.613	812.837	
num:16	682.022	741.565	
num:16	650.144	681.866	
num:16	637.766	580.495	
num:16	923.042	612.37	
num:16	944.218	899.437	
num:16	872.366	889.069	
num:16	951.976	881.178	
num:16	849.551	874.825	
num:16	1147.32	731.916	
num:16	729.957	706.863	
num:16	761.313	693.363	
num:16	726.055	674.963	
num:16	1082	487.945	
num:16	1046.59	468.666	
num:16	1036.59	414.584	
num:16	899.399	379.073	
num:17	805.106	767.576	
num:17	1125.57	902.126	
num:17	816.916	879.813	
num:17	969.522	879.186	
num:17	754.192	828.775	
num:17	704.885	772.904	
num:17	735.289	728.998	
num:17	660.544	701.668	
num:17	1229.04	673.911	
num:17	640.767	582.312	
num:17	925.661	614.996	
num:17	913.34	888.33	
num:17	881.169	889.476	
num:17	852.674	866.026	
num:17	834.397	803.339	
num:17	815.698	787.851	
num:17	766.647	697.742	
num:17	1139.22	693.509	
num:17	1078.37	482.833	
num:17	1046.64	464.019	
num:17	1028.36	403.303	
num:18	798.476	753.364	
num:18	1132.05	890.775	
num:18	826.724	877.469	
num:18	718.075	790.08	
num:18	664.776	708.962	
num:18	1226.22	663.352	
num:18	918.153	607.776	
num:18	916.351	884.195	
num:18	851.48	845.385	
num:18	1139.99	682.926	
num:18	1094.15	496.918	
num:18	1078.71	477.312	
num:18	961.94	403.572	
num:18	924.429	402.064	
num:18	897.981	377.585	
num:18	954.649	371.661	
num:18	946.977	359.713	
num:19	807.646	778.864	
num:19	1077.58	871.892	
num:19	1146.65	875.893	
num:19	827.146	880.502	
num:19	976.73	846.229	
num:19	719.831	796.969	
num:19	659.022	715.966	
num:19	633.402	596.55	
num:19	922.775	608.241	
num:19	1141.65	669.051	
num:19	697.037	517.236	
num:19	1111.35	495.057	
num:19	1072.86	466.323	
num:19	885.968	376.204	
num:19	813.521	368.458	
num:19	838.447	366.708	
num:20	797.664	731.575	
num:20	987.155	957.211	
num:20	988.788	902.182	
num:20	938.205	879.043	
num:20	1158.18	874.841	
num:20	792.135	843.976	
num:20	666.774	724.526	
num:20	644.745	609.557	
num:20	1044.75	424.84	
num:20	1049.1	396.529	
num:20	926.777	605.757	
num:20	1149.78	659.782	
num:20	699.737	521.146	
num:20	1114.33	492.971	
num:20	1085.49	465.995	
num:20	713.934	459.498	
num:20	785.643	399.18	
num:20	915.541	381.804	
num:20	831.78	368.701	
num:20	862.48	349.719	
num:21	816.397	734.705	
num:21	992.358	956.666	
num:21	1018.94	911.974	
num:21	960.379	908.449	
num:21	1056.83	896.869	
num:21	866.552	896.557	
num:21	1170.15	867.489	
num:21	1043.93	847.081	
num:21	733.192	797.195	
num:21	650.241	617.632	
num:21	1068.49	407.127	
num:21	1029.68	382.817	
num:21	933.31	611.166	
num:21	701.628	527.384	
num:21	676.088	522.263	
num:21	717.537	456.797	
num:21	784.857	419.232	
num:21	783.992	403.35	
num:22	852.712	752.728	
num:22	918.438	920.152	
num:22	983.408	910.109	
num:22	1045.31	896.103	
num:22	835.354	879.292	
num:22	1177.15	851.415	
num:22	745.018	812.535	
num:22	663.541	722.062	
num:22	658.244	684.87	
num:22	1072.8	407.471	
num:22	1023.08	380.021	
num:22	926.494	614.573	
num:22	1115.78	827.949	
num:22	716.911	677.669	
num:22	700.769	532.407	
num:22	1039.29	436.852	
num:22	777.935	421.039	
num:22	815.453	394.968	
num:22	815.679	370.948	
num:22	958.576	350.939	
num:22	903.437	339.37	
num:23	804.637	744.764	
num:23	872.407	962.433	
num:23	1180.59	841.241	
num:23	810.287	849.867	
num:23	659.668	711.172	
num:23	966.446	366.823	
num:23	1014.29	374.466	
num:23	934.5	351.279	
num:23	924.293	617.587	
num:23	1096.85	828.738	
num:23	1127.09	816.666	
num:23	781.564	422.251	
num:23	842.188	400.744	
num:23	802.497	397.018	
num:23	826.547	389.932	
num:23	910.113	337.127	
num:24	814.193	827.83	
num:24	890.764	966.977	
num:24	1029.48	901.147	
num:24	1069.13	882.001	
num:24	1189.95	837.753	
num:24	825.21	852.558	
num:24	1016.09	378.334	
num:24	925.672	619.245	
num:24	1106.91	822.074	
num:24	1137.56	813.648	
num:24	1086.85	808.681	
num:24	1117.33	786.855	
num:24	1134.93	762.689	
num:24	714.831	693.415	
num:24	713.272	674.601	
num:24	728.481	660.276	
num:24	1045.97	456.716	
num:24	843.653	398.406	
num:24	914.266	392.298	
num:24	824.935	391.759	
num:24	947.906	384.716	
num:25	814.43	745.65	
num:25	898.285	969.449	
num:25	1039.75	897.394	
num:25	1201.74	822.896	
num:25	839.818	854.812	
num:25	928.97	623.412	
num:25	1096.91	817.594	
num:25	1125.91	781.492	
num:25	1140.25	755.892	
num:25	716.095	692.856	
num:25	724.972	636.672	
num:25	712.489	611.956	
num:25	1096.26	494.823	
num:25	1067.92	486.093	
num:25	840.832	461.798	
num:25	1046.32	458.787	
num:25	1025.25	437.904	
num:25	965.169	417.446	
num:25	929.726	392.506	
num:26	821.098	780.846	
num:26	912.319	969.275	
num:26	989.656	908.332	
num:26	1042.72	890.778	
num:26	1056.83	858.7	
num:26	828.844	846.822	
num:26	804.657	419.218	
num:26	925.458	620.578	
num:26	857.794	818.75	
num:26	1139.99	735.951	
num:26	714.394	696.651	
num:26	715.705	677.793	
num:26	722.349	654.505	
num:26	693.258	586.576	
num:26	1076.08	488.115	
num:26	1043.46	450.45	
num:26	1008.06	438.499	
num:26	963.514	414.863	
num:27	828.894	808.836	
num:27	920.317	969.633	
num:27	856.558	850.958	
num:27	1182.54	591.799	
num:27	925.112	615.188	
num:27	1069.51	830.572	
num:27	1122.24	781.434	
num:27	1146.15	734.178	
num:27	722.082	697.448	
num:27	735.587	675.581	
num:27	719.774	654.143	
num:27	711.106	611.967	
num:27	673.801	542.977	
num:27	1078.29	490.345	
num:27	1007.28	458.171	
num:27	1037.24	445.548	
num:27	779.722	451.339	
num:27	891.462	404.634	
num:27	834.766	385.296	
num:28	805.439	777.641	
num:28	917.722	614.31	
num:28	942.539	863.668	
num:28	1061.12	847.299	
num:28	983.715	845.494	
