253	66
252	67
249	67
248	68
247	68
246	69
245	69
244	70
242	70
241	71
223	71
222	70
215	70
214	71
211	71
210	72
208	72
207	73
205	73
204	74
203	74
202	75
199	75
198	76
194	76
193	77
186	77
185	78
184	78
181	81
181	82
176	87
175	87
173	89
171	89
170	90
168	90
167	91
166	91
165	92
163	92
162	93
156	93
155	94
153	94
151	96
150	96
148	98
148	99
147	100
147	101
146	102
146	103
145	104
145	105
144	106
144	107
142	109
142	110
135	117
134	117
131	120
130	120
125	125
124	125
112	137
111	137
109	139
108	139
107	140
106	140
105	141
104	141
103	142
102	142
101	143
99	143
98	144
97	144
96	145
95	145
93	147
93	148
92	149
92	150
91	151
91	152
88	155
88	156
85	159
85	160
84	161
84	163
83	164
83	165
81	167
81	168
80	169
80	170
79	171
79	172
78	173
78	175
77	176
77	178
76	179
76	181
75	182
75	184
74	185
74	186
73	187
73	188
72	189
72	190
71	191
71	192
70	193
70	194
69	195
69	197
68	198
68	204
67	205
67	206
66	207
66	208
63	211
63	212
61	214
61	216
60	217
60	228
59	229
59	233
58	234
58	242
59	243
59	245
61	247
61	248
62	249
62	250
63	251
63	254
64	255
64	288
63	289
63	290
60	293
56	293
55	294
48	294
47	295
46	295
46	299
47	300
47	301
48	302
48	304
49	305
49	320
48	321
48	322
46	324
46	325
44	327
44	332
45	333
45	352
46	353
46	354
47	355
47	356
49	358
49	359
51	361
51	362
55	366
56	366
57	367
58	367
59	368
60	368
61	369
62	369
63	370
65	370
66	371
69	371
70	372
72	372
75	375
75	376
76	377
76	378
77	379
77	382
78	383
78	404
77	405
77	407
76	408
76	409
75	410
75	411
72	414
71	414
70	415
68	415
66	417
66	420
69	423
70	423
71	424
76	424
77	425
78	425
81	428
81	429
82	430
82	431
83	432
83	433
84	434
84	435
85	436
85	437
86	438
86	439
91	444
91	445
92	446
92	447
93	448
93	452
94	453
94	455
95	456
95	458
96	459
96	464
97	465
97	466
98	467
98	468
99	469
100	469
102	471
103	471
108	476
108	477
110	479
110	480
112	482
112	483
113	484
113	485
117	489
118	489
119	490
120	490
121	491
122	491
128	497
129	497
131	499
132	499
133	500
134	500
135	501
136	501
144	509
144	510
146	512
147	512
148	513
152	513
153	514
154	514
155	515
156	515
159	518
160	518
162	520
164	520
165	521
168	521
169	522
170	522
172	524
173	524
174	525
174	526
175	527
176	527
179	530
180	530
181	531
183	531
184	532
202	532
203	533
214	533
215	534
219	534
220	535
234	535
235	536
237	536
238	537
239	537
240	538
241	538
243	540
245	540
246	541
252	541
253	540
255	540
256	539
259	539
260	538
264	538
265	537
268	537
269	536
273	536
274	535
292	535
293	534
294	534
295	533
296	533
298	531
299	531
300	530
301	530
302	529
303	529
304	528
305	528
314	519
315	519
317	517
318	517
319	516
320	516
321	515
322	515
325	512
326	512
328	510
329	510
330	509
331	509
332	508
333	508
334	507
335	507
337	505
338	505
348	495
348	494
349	493
349	492
350	491
350	490
352	488
352	487
355	484
355	483
359	479
359	478
361	476
361	475
362	474
362	473
363	472
363	471
364	470
364	468
365	467
365	466
366	465
366	464
368	462
368	461
370	459
370	458
372	456
372	455
373	454
373	453
374	452
374	450
375	449
375	447
376	446
376	445
377	444
377	443
378	442
378	441
379	440
379	439
380	438
380	437
381	436
381	434
382	433
382	424
383	423
383	419
384	418
384	414
385	413
385	403
386	402
386	379
385	378
385	372
384	371
384	368
383	367
383	365
382	364
382	363
381	362
381	361
380	360
380	359
379	358
379	356
378	355
378	354
377	353
377	352
376	351
376	350
375	349
375	348
374	347
374	346
373	345
373	344
372	343
372	342
369	339
369	338
367	336
366	336
363	333
363	332
360	329
360	328
359	327
359	326
358	325
358	323
357	322
357	319
356	318
356	312
355	311
355	293
356	292
356	291
362	285
362	284
363	283
363	271
364	270
364	269
372	261
372	260
373	259
373	257
374	256
374	253
375	252
375	249
376	248
376	242
375	241
357	241
356	240
355	240
354	239
353	239
350	236
350	235
349	234
349	217
350	216
350	215
352	213
352	212
353	211
353	207
352	206
352	205
351	205
350	204
349	204
346	207
346	208
345	209
345	210
343	212
343	213
340	216
339	216
338	217
337	217
336	218
319	218
318	217
316	217
315	218
312	218
311	219
292	219
291	218
287	218
286	217
281	217
280	216
279	216
274	211
274	210
271	207
271	206
270	205
270	190
271	189
271	188
277	182
277	181
278	180
278	164
277	163
277	161
276	160
276	146
277	145
277	143
279	141
280	141
281	140
282	140
283	139
303	139
304	140
315	140
317	138
317	137
320	134
321	134
322	133
338	133
339	134
343	134
344	133
345	133
346	132
346	130
345	129
345	128
344	127
344	126
343	125
343	124
342	123
342	121
341	120
341	119
340	118
339	118
338	117
336	117
335	116
334	116
333	115
331	115
330	114
329	114
328	113
327	113
322	108
322	106
321	105
321	84
319	82
318	82
317	81
316	81
315	80
314	80
313	79
311	79
310	78
291	78
290	77
289	77
288	76
287	76
282	71
281	71
280	70
279	70
278	69
276	69
275	68
268	68
267	67
263	67
262	66
