55	19
54	20
50	20
49	21
46	21
45	22
43	22
42	23
40	23
39	24
37	24
35	26
34	26
32	28
29	28
27	30
26	30
16	40
16	41
14	43
14	47
13	48
10	48
10	51
11	51
12	52
12	54
11	55
10	55
8	57
6	57
6	61
7	61
8	62
8	64
7	65
7	69
6	70
4	70
4	87
7	87
8	88
8	89
10	91
10	93
12	95
12	96
13	96
15	98
15	99
17	101
17	103
19	105
19	106
24	111
24	112
25	112
26	113
27	113
29	115
30	115
31	116
32	116
34	118
35	118
37	120
40	120
42	122
43	122
44	123
45	123
46	124
49	124
50	125
55	125
56	126
58	126
59	125
71	125
72	124
75	124
75	122
76	121
77	121
78	120
80	120
81	119
83	119
84	118
85	118
87	116
88	116
89	115
90	115
91	114
92	114
93	113
94	113
100	107
100	106
104	102
104	101
106	99
106	98
107	97
107	96
108	95
108	94
109	93
109	91
110	90
110	89
111	88
111	87
112	86
112	81
113	80
113	64
112	63
112	62
111	61
111	58
110	57
110	56
108	54
108	50
104	46
104	45
102	43
102	40
100	40
99	39
99	37
98	36
98	33
96	33
93	30
93	29
92	29
90	27
89	27
88	26
87	26
86	25
86	24
85	24
84	23
82	23
81	22
79	22
78	21
75	21
74	20
72	20
71	19
