0,10
0,10
-1.22464679914735e-15,-10
-0.314107590781282,-9.99506560365732
-0.627905195293136,-9.98026728428272
-0.941083133185143,-9.9556196460308
-1.25333233564305,-9.92114701314478
-1.56434465040231,-9.87688340595138
-1.87381314585725,-9.82287250728689
-2.18143241396543,-9.75916761938747
-2.48689887164855,-9.68583161128631
-2.78991106039229,-9.60293685676943
-3.09016994374947,-9.51056516295153
-3.38737920245291,-9.40880768954225
-3.68124552684678,-9.29776485888251
-3.97147890634781,-9.17754625683981
-4.25779291565073,-9.04827052466019
-4.53990499739547,-8.91006524188368
-4.81753674101716,-8.76306680043863
-5.09041415750371,-8.60742027003944
-5.35826794978997,-8.44327925502015
-5.6208337785213,-8.27080574274562
-5.87785252292473,-8.09016994374947
-6.12907053652976,-7.9015501237569
-6.3742398974869,-7.70513242775789
-6.61311865323652,-7.5011106963046
-6.84547105928689,-7.28968627421411
-7.07106781186548,-7.07106781186547
-7.28968627421411,-6.84547105928689
-7.5011106963046,-6.61311865323652
-7.70513242775789,-6.3742398974869
-7.90155012375691,-6.12907053652976
-8.09016994374947,-5.87785252292473
-8.27080574274562,-5.6208337785213
-8.44327925502015,-5.35826794978996
-8.60742027003944,-5.09041415750371
-8.76306680043864,-4.81753674101715
-8.91006524188368,-4.53990499739546
-9.04827052466019,-4.25779291565073
-9.17754625683981,-3.9714789063478
-9.29776485888251,-3.68124552684678
-9.40880768954225,-3.38737920245291
-9.51056516295154,-3.09016994374947
-9.60293685676943,-2.78991106039229
-9.68583161128631,-2.48689887164855
-9.75916761938747,-2.18143241396543
-9.82287250728689,-1.87381314585725
-9.87688340595138,-1.56434465040231
-9.92114701314478,-1.25333233564304
-9.9556196460308,-0.941083133185144
-9.98026728428272,-0.627905195293134
-9.99506560365732,-0.314107590781283
-10,6.12323399573677e-16
-9.99506560365732,0.314107590781284
-9.98026728428272,0.627905195293135
-9.9556196460308,0.941083133185145
-9.92114701314478,1.25333233564304
-9.87688340595138,1.56434465040231
-9.82287250728689,1.87381314585725
-9.75916761938747,2.18143241396543
-9.68583161128631,2.48689887164855
-9.60293685676943,2.78991106039229
-9.51056516295153,3.09016994374947
-9.40880768954225,3.38737920245292
-9.29776485888251,3.68124552684678
-9.17754625683981,3.97147890634781
-9.0482705246602,4.25779291565073
-8.91006524188368,4.53990499739547
-8.76306680043864,4.81753674101715
-8.60742027003944,5.09041415750371
-8.44327925502015,5.35826794978997
-8.27080574274562,5.62083377852131
-8.09016994374947,5.87785252292473
-7.9015501237569,6.12907053652977
-7.70513242775789,6.3742398974869
-7.5011106963046,6.61311865323652
-7.28968627421412,6.84547105928689
-7.07106781186547,7.07106781186548
-6.84547105928689,7.28968627421412
-6.61311865323652,7.5011106963046
-6.3742398974869,7.70513242775789
-6.12907053652976,7.9015501237569
-5.87785252292473,8.09016994374947
-5.6208337785213,8.27080574274562
-5.35826794978996,8.44327925502015
-5.09041415750371,8.60742027003944
-4.81753674101715,8.76306680043864
-4.53990499739547,8.91006524188368
