264	65
263	66
261	66
260	67
258	67
257	68
235	68
234	69
233	69
231	71
230	71
229	72
228	72
227	73
204	73
203	74
202	74
202	75
201	76
201	77
200	78
200	79
198	81
197	81
196	82
194	82
193	83
182	83
181	84
179	84
178	85
176	85
175	86
174	86
173	87
172	87
171	88
170	88
169	89
168	89
167	90
166	90
165	91
164	91
163	92
162	92
160	94
159	94
155	98
154	98
152	100
151	100
150	101
149	101
147	103
146	103
144	105
143	105
138	110
137	110
134	113
133	113
131	115
130	115
128	117
127	117
126	118
124	118
123	119
122	119
121	120
120	120
119	121
117	121
116	122
108	122
107	123
106	123
105	124
105	125
104	126
104	135
103	136
103	137
102	138
102	139
88	153
88	154
86	156
86	157
85	158
85	159
84	160
84	161
82	163
82	164
81	165
81	166
80	167
80	168
79	169
79	170
78	171
78	174
77	175
77	188
76	189
76	190
73	193
72	193
67	198
67	199
66	200
66	201
65	202
65	203
64	204
64	205
63	206
63	207
62	208
62	209
61	210
61	212
60	213
60	219
59	220
59	223
58	224
58	250
57	251
57	253
56	254
56	263
57	264
57	265
58	266
58	267
59	268
59	270
60	271
60	290
59	291
59	297
60	298
60	300
62	302
62	303
63	304
63	306
64	307
64	323
65	324
65	326
67	328
67	329
68	330
68	331
69	332
69	333
70	334
70	336
71	337
71	354
70	355
70	356
68	358
67	358
66	359
56	359
53	362
53	373
54	374
54	376
55	377
55	378
56	379
56	380
59	383
60	383
67	390
67	391
68	392
68	393
71	396
75	396
76	397
77	397
78	398
79	398
81	400
81	401
82	402
82	408
83	409
83	427
82	428
82	429
80	431
80	432
78	434
79	435
79	436
80	436
81	437
83	437
84	438
85	438
91	444
91	445
92	446
92	448
93	449
93	451
94	452
94	455
95	456
95	458
96	459
96	461
97	462
97	463
98	464
98	465
99	466
99	467
102	470
102	471
104	473
104	475
105	476
105	477
106	478
106	479
107	480
107	481
110	484
110	485
120	495
120	496
123	499
123	500
124	501
124	502
126	504
126	505
131	510
131	511
135	515
135	516
137	518
137	519
140	522
141	522
142	523
143	523
144	524
146	524
147	525
148	525
149	526
150	526
152	528
153	528
156	531
156	532
158	534
159	534
161	536
162	536
163	537
165	537
166	538
169	538
170	539
172	539
173	540
174	540
175	541
176	541
179	544
180	544
181	545
183	545
184	546
189	546
190	547
192	547
193	548
195	548
196	549
197	549
198	550
201	550
202	551
208	551
209	550
246	550
247	549
249	549
250	548
252	548
253	547
270	547
271	546
273	546
274	545
275	545
276	544
278	544
279	543
280	543
281	542
284	542
285	541
299	541
300	540
316	540
319	537
319	535
320	534
320	532
327	525
328	525
330	523
331	523
336	518
337	518
339	516
340	516
341	515
342	515
344	513
345	513
351	507
351	506
354	503
354	502
356	500
356	499
358	497
358	496
360	494
360	493
362	491
362	490
366	486
366	485
369	482
369	481
373	477
375	477
376	476
389	476
390	477
392	477
394	479
394	480
398	484
399	484
400	485
401	485
402	486
407	486
408	485
408	484
410	482
410	481
413	478
415	478
416	477
427	477
428	476
429	476
430	475
430	471
429	470
429	469
428	468
428	467
426	465
426	464
425	463
425	462
423	460
423	459
419	455
418	455
417	454
416	454
415	453
392	453
391	452
390	452
388	450
388	449
387	448
387	428
388	427
388	414
387	413
387	386
386	385
386	382
385	381
385	378
384	377
384	375
383	374
383	372
382	371
382	370
381	369
381	368
380	367
380	366
379	365
379	361
378	360
378	359
377	358
377	357
368	348
368	347
366	345
366	344
364	342
364	341
363	340
363	339
362	338
362	337
361	336
361	335
359	333
359	332
356	329
356	328
351	323
351	322
350	321
350	320
349	319
349	301
350	300
350	297
351	296
351	292
352	291
352	290
355	287
356	287
357	286
360	286
361	285
362	285
363	284
363	283
364	282
364	265
365	264
365	261
366	260
366	257
367	256
367	255
368	254
368	252
369	251
369	250
371	248
371	247
372	246
372	245
373	244
373	243
374	242
374	241
375	240
375	238
376	237
376	235
377	234
377	203
376	202
376	190
375	189
375	178
372	175
366	175
365	174
362	174
361	173
360	173
359	172
358	172
357	171
357	170
355	168
355	166
354	165
354	153
353	152
353	151
352	150
351	150
342	141
342	140
341	139
341	138
340	137
340	135
339	134
339	133
338	132
338	131
336	129
336	128
334	126
334	125
333	124
333	122
332	121
332	113
329	110
328	110
325	107
325	106
324	105
324	89
319	84
319	83
318	82
318	81
315	78
314	78
313	77
312	77
311	76
309	76
308	75
307	75
306	74
305	74
304	73
303	73
302	72
301	72
300	71
297	71
296	70
293	70
292	69
290	69
289	68
288	68
287	67
285	67
284	66
270	66
269	65
